run_id,company_id,asset_id,company_name,asset_name,sector,technology,country_iso2,net_present_value_baseline,net_present_value_shock,net_present_value_difference,net_present_value_change,baseline_scenario,target_scenario,scenario_geography,carbon_price_model,risk_free_rate,discount_rate,growth_rate,div_netprofit_prop_coef,shock_year,market_passthrough
42ff3e64-a44e-4235-ab25-9a74e8c65c0a,VN_ABCD_020,VN_ABCD_020_IntegratedFacility_2026,VICEM,VICEM :: IntegratedFacility :: 2026,Cement,IntegratedFacility,VN,2469287650.191793,1612562865.07353,-856724785.118263,-0.3469522009927519,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,cement_intensity_transition,0.03,0.1,0.02,1,2026,0.25
42ff3e64-a44e-4235-ab25-9a74e8c65c0a,VN_ABCD_020,VN_ABCD_020_IntegratedFacility_2027,VICEM,VICEM :: IntegratedFacility :: 2027,Cement,IntegratedFacility,VN,2493381777.588697,1664686515.3175387,-828695262.2711582,-0.3323579524482504,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,cement_intensity_transition,0.03,0.1,0.02,1,2026,0.25
42ff3e64-a44e-4235-ab25-9a74e8c65c0a,VN_ABCD_020,VN_ABCD_020_IntegratedFacility_2028,VICEM,VICEM :: IntegratedFacility :: 2028,Cement,IntegratedFacility,VN,2509892070.227822,1704329104.5622778,-805562965.665544,-0.3209552216292804,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,cement_intensity_transition,0.03,0.1,0.02,1,2026,0.25
42ff3e64-a44e-4235-ab25-9a74e8c65c0a,VN_ABCD_020,VN_ABCD_020_IntegratedFacility_2029,VICEM,VICEM :: IntegratedFacility :: 2029,Cement,IntegratedFacility,VN,2510045147.9554415,1718869757.8347085,-791175390.120733,-0.3152036491316442,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,cement_intensity_transition,0.03,0.1,0.02,1,2026,0.25
42ff3e64-a44e-4235-ab25-9a74e8c65c0a,VN_ABCD_020,VN_ABCD_020_IntegratedFacility_2030,VICEM,VICEM :: IntegratedFacility :: 2030,Cement,IntegratedFacility,VN,2530081845.996944,1759155491.3588061,-770926354.6381378,-0.30470411692723914,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,cement_intensity_transition,0.03,0.1,0.02,1,2026,0.25
42ff3e64-a44e-4235-ab25-9a74e8c65c0a,VN_ABCD_021,VN_ABCD_021_IntegratedFacility_2026,Holcim Group,Holcim Group :: IntegratedFacility :: 2026,Cement,IntegratedFacility,VN,1723479075.167763,1186505100.5715263,-536973974.5962367,-0.31156396519868845,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,cement_intensity_transition,0.03,0.1,0.02,1,2026,0.25
42ff3e64-a44e-4235-ab25-9a74e8c65c0a,VN_ABCD_021,VN_ABCD_021_IntegratedFacility_2027,Holcim Group,Holcim Group :: IntegratedFacility :: 2027,Cement,IntegratedFacility,VN,1723444501.98795,1211256928.372349,-512187573.61560106,-0.29718831852421446,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,cement_intensity_transition,0.03,0.1,0.02,1,2026,0.25
42ff3e64-a44e-4235-ab25-9a74e8c65c0a,VN_ABCD_021,VN_ABCD_021_IntegratedFacility_2028,Holcim Group,Holcim Group :: IntegratedFacility :: 2028,Cement,IntegratedFacility,VN,1731890975.4472935,1236859192.4416108,-495031783.0056827,-0.2858331096031212,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,cement_intensity_transition,0.03,0.1,0.02,1,2026,0.25
42ff3e64-a44e-4235-ab25-9a74e8c65c0a,VN_ABCD_021,VN_ABCD_021_IntegratedFacility_2029,Holcim Group,Holcim Group :: IntegratedFacility :: 2029,Cement,IntegratedFacility,VN,1755722583.9349341,1262066304.3053355,-493656279.6295986,-0.2811698637054686,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,cement_intensity_transition,0.03,0.1,0.02,1,2026,0.25
42ff3e64-a44e-4235-ab25-9a74e8c65c0a,VN_ABCD_021,VN_ABCD_021_IntegratedFacility_2030,Holcim Group,Holcim Group :: IntegratedFacility :: 2030,Cement,IntegratedFacility,VN,1766476635.5429358,1287496763.067842,-478979872.47509384,-0.27114984870879816,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,cement_intensity_transition,0.03,0.1,0.02,1,2026,0.25
