run_id,company_id,company_name,sector,term,pd_baseline,pd_shock,baseline_scenario,target_scenario,scenario_geography,carbon_price_model,risk_free_rate,discount_rate,growth_rate,div_netprofit_prop_coef,shock_year,market_passthrough
97c32687-c942-4ba7-b7f1-d3cf1a886ece,VN_ABCD_022,Hoa Phat Group JSC,Steel,1,0.03729965494224907,0.22628365088704716,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,steel_intensity_transition,0.02,0.08,0.02,1,2028,0.25
97c32687-c942-4ba7-b7f1-d3cf1a886ece,VN_ABCD_022,Hoa Phat Group JSC,Steel,2,0.11168158945813178,0.3127549644699529,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,steel_intensity_transition,0.02,0.08,0.02,1,2028,0.25
97c32687-c942-4ba7-b7f1-d3cf1a886ece,VN_ABCD_022,Hoa Phat Group JSC,Steel,3,0.1687747875898653,0.3581826509694832,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,steel_intensity_transition,0.02,0.08,0.02,1,2028,0.25
97c32687-c942-4ba7-b7f1-d3cf1a886ece,VN_ABCD_022,Hoa Phat Group JSC,Steel,4,0.2118347837326774,0.3881354438464628,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,steel_intensity_transition,0.02,0.08,0.02,1,2028,0.25
97c32687-c942-4ba7-b7f1-d3cf1a886ece,VN_ABCD_022,Hoa Phat Group JSC,Steel,5,0.2456135251355871,0.4102378309529554,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,steel_intensity_transition,0.02,0.08,0.02,1,2028,0.25
97c32687-c942-4ba7-b7f1-d3cf1a886ece,VN_ABCD_023,Pomina Group,Steel,1,0.161188283383091,0.12118201096961934,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,steel_intensity_transition,0.02,0.08,0.02,1,2028,0.25
97c32687-c942-4ba7-b7f1-d3cf1a886ece,VN_ABCD_023,Pomina Group,Steel,2,0.265681990895723,0.2257671180792551,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,steel_intensity_transition,0.02,0.08,0.02,1,2028,0.25
97c32687-c942-4ba7-b7f1-d3cf1a886ece,VN_ABCD_023,Pomina Group,Steel,3,0.32606903280420174,0.289640421629477,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,steel_intensity_transition,0.02,0.08,0.02,1,2028,0.25
97c32687-c942-4ba7-b7f1-d3cf1a886ece,VN_ABCD_023,Pomina Group,Steel,4,0.3676054698160136,0.3343407586284699,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,steel_intensity_transition,0.02,0.08,0.02,1,2028,0.25
97c32687-c942-4ba7-b7f1-d3cf1a886ece,VN_ABCD_023,Pomina Group,Steel,5,0.39904850163083516,0.36840108259959625,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,steel_intensity_transition,0.02,0.08,0.02,1,2028,0.25
