run_id,company_id,company_name,sector,term,pd_baseline,pd_shock,baseline_scenario,target_scenario,scenario_geography,carbon_price_model,risk_free_rate,discount_rate,growth_rate,div_netprofit_prop_coef,shock_year,market_passthrough
19371ff6-e482-47e3-b4ae-38736a2f3265,VN_ABCD_022,Hoa Phat Group JSC,Steel,1,0.03729965494224907,0.14943302349952292,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,steel_intensity_transition,0.02,0.08,0.02,1,2028,0.25
19371ff6-e482-47e3-b4ae-38736a2f3265,VN_ABCD_022,Hoa Phat Group JSC,Steel,2,0.11168158945813189,0.24462267514624825,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,steel_intensity_transition,0.02,0.08,0.02,1,2028,0.25
19371ff6-e482-47e3-b4ae-38736a2f3265,VN_ABCD_022,Hoa Phat Group JSC,Steel,3,0.16877478758986542,0.2982502585632405,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,steel_intensity_transition,0.02,0.08,0.02,1,2028,0.25
19371ff6-e482-47e3-b4ae-38736a2f3265,VN_ABCD_022,Hoa Phat Group JSC,Steel,4,0.2118347837326774,0.3343091060050668,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,steel_intensity_transition,0.02,0.08,0.02,1,2028,0.25
19371ff6-e482-47e3-b4ae-38736a2f3265,VN_ABCD_022,Hoa Phat Group JSC,Steel,5,0.2456135251355871,0.36106693936054757,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,steel_intensity_transition,0.02,0.08,0.02,1,2028,0.25
19371ff6-e482-47e3-b4ae-38736a2f3265,VN_ABCD_022,Hoa Phat Group JSC,Steel,6,0.2730848791074749,0.3821833055128031,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,steel_intensity_transition,0.02,0.08,0.02,1,2028,0.25
19371ff6-e482-47e3-b4ae-38736a2f3265,VN_ABCD_023,Pomina Group,Steel,1,0.161188283383091,0.13246651724145042,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,steel_intensity_transition,0.02,0.08,0.02,1,2028,0.25
19371ff6-e482-47e3-b4ae-38736a2f3265,VN_ABCD_023,Pomina Group,Steel,2,0.265681990895723,0.23746827096250744,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,steel_intensity_transition,0.02,0.08,0.02,1,2028,0.25
19371ff6-e482-47e3-b4ae-38736a2f3265,VN_ABCD_023,Pomina Group,Steel,3,0.32606903280420174,0.30045563098100747,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,steel_intensity_transition,0.02,0.08,0.02,1,2028,0.25
19371ff6-e482-47e3-b4ae-38736a2f3265,VN_ABCD_023,Pomina Group,Steel,4,0.3676054698160136,0.34427901042359776,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,steel_intensity_transition,0.02,0.08,0.02,1,2028,0.25
19371ff6-e482-47e3-b4ae-38736a2f3265,VN_ABCD_023,Pomina Group,Steel,5,0.39904850163083516,0.37759193105663535,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,steel_intensity_transition,0.02,0.08,0.02,1,2028,0.25
19371ff6-e482-47e3-b4ae-38736a2f3265,VN_ABCD_023,Pomina Group,Steel,6,0.42430059364568806,0.40438042986984457,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,steel_intensity_transition,0.02,0.08,0.02,1,2028,0.25
