run_id,company_id,company_name,sector,term,pd_baseline,pd_shock,baseline_scenario,target_scenario,scenario_geography,carbon_price_model,risk_free_rate,discount_rate,growth_rate,div_netprofit_prop_coef,shock_year,market_passthrough
a039b0e2-bb3b-4902-a8c9-bce43a790a6e,VN_ABCD_001,EVN (Electricity of Vietnam),Power,1,0.01276730754497768,0.11437587780556202,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.03,0.1,0.02,1,2028,0.25
a039b0e2-bb3b-4902-a8c9-bce43a790a6e,VN_ABCD_001,EVN (Electricity of Vietnam),Power,2,0.05504763954149283,0.1922316811540895,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.03,0.1,0.02,1,2028,0.25
a039b0e2-bb3b-4902-a8c9-bce43a790a6e,VN_ABCD_001,EVN (Electricity of Vietnam),Power,3,0.0934524470491811,0.23412491389703094,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.03,0.1,0.02,1,2028,0.25
a039b0e2-bb3b-4902-a8c9-bce43a790a6e,VN_ABCD_001,EVN (Electricity of Vietnam),Power,4,0.12380905982961055,0.2606522963039839,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.03,0.1,0.02,1,2028,0.25
a039b0e2-bb3b-4902-a8c9-bce43a790a6e,VN_ABCD_001,EVN (Electricity of Vietnam),Power,5,0.1478068656807887,0.27913325196116556,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.03,0.1,0.02,1,2028,0.25
a039b0e2-bb3b-4902-a8c9-bce43a790a6e,VN_ABCD_002,Vinacomin Power JSC,Power,1,0.04973423234183061,0.3490130877917841,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.03,0.1,0.02,1,2028,0.25
a039b0e2-bb3b-4902-a8c9-bce43a790a6e,VN_ABCD_002,Vinacomin Power JSC,Power,2,0.1241315342363527,0.3958849111482695,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.03,0.1,0.02,1,2028,0.25
a039b0e2-bb3b-4902-a8c9-bce43a790a6e,VN_ABCD_002,Vinacomin Power JSC,Power,3,0.1750820043573511,0.4179551040793943,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.03,0.1,0.02,1,2028,0.25
a039b0e2-bb3b-4902-a8c9-bce43a790a6e,VN_ABCD_002,Vinacomin Power JSC,Power,4,0.21133580063141977,0.43169122095839296,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.03,0.1,0.02,1,2028,0.25
a039b0e2-bb3b-4902-a8c9-bce43a790a6e,VN_ABCD_002,Vinacomin Power JSC,Power,5,0.23866267046472467,0.4414208002373634,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.03,0.1,0.02,1,2028,0.25
