run_id,company_id,company_name,sector,term,pd_baseline,pd_shock,baseline_scenario,target_scenario,scenario_geography,carbon_price_model,risk_free_rate,discount_rate,growth_rate,div_netprofit_prop_coef,shock_year,market_passthrough
d732ae19-77c9-41d0-bfdc-f5a19c24aed2,VN_ABCD_001,EVN (Electricity of Vietnam),Power,1,0.014343442491783098,0.12708864569216816,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.02,0.1,0.02,1,2026,0.25
d732ae19-77c9-41d0-bfdc-f5a19c24aed2,VN_ABCD_001,EVN (Electricity of Vietnam),Power,2,0.06257849537101501,0.21395083037581064,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.02,0.1,0.02,1,2026,0.25
d732ae19-77c9-41d0-bfdc-f5a19c24aed2,VN_ABCD_001,EVN (Electricity of Vietnam),Power,3,0.10729157850834647,0.26229497722513906,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.02,0.1,0.02,1,2026,0.25
d732ae19-77c9-41d0-bfdc-f5a19c24aed2,VN_ABCD_001,EVN (Electricity of Vietnam),Power,4,0.14338252921637207,0.29408339943853434,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.02,0.1,0.02,1,2026,0.25
d732ae19-77c9-41d0-bfdc-f5a19c24aed2,VN_ABCD_001,EVN (Electricity of Vietnam),Power,5,0.1725218717763629,0.3171121128986383,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.02,0.1,0.02,1,2026,0.25
d732ae19-77c9-41d0-bfdc-f5a19c24aed2,VN_ABCD_002,Vinacomin Power JSC,Power,1,0.053810965027610624,0.3723754181172606,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.02,0.1,0.02,1,2026,0.25
d732ae19-77c9-41d0-bfdc-f5a19c24aed2,VN_ABCD_002,Vinacomin Power JSC,Power,2,0.1356256127175326,0.423604538111679,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.02,0.1,0.02,1,2026,0.25
d732ae19-77c9-41d0-bfdc-f5a19c24aed2,VN_ABCD_002,Vinacomin Power JSC,Power,3,0.19279192148268653,0.4495971868364741,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.02,0.1,0.02,1,2026,0.25
d732ae19-77c9-41d0-bfdc-f5a19c24aed2,VN_ABCD_002,Vinacomin Power JSC,Power,4,0.2342653299349251,0.46685863126450033,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.02,0.1,0.02,1,2026,0.25
d732ae19-77c9-41d0-bfdc-f5a19c24aed2,VN_ABCD_002,Vinacomin Power JSC,Power,5,0.26611406596423026,0.479801500614234,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.02,0.1,0.02,1,2026,0.25
d732ae19-77c9-41d0-bfdc-f5a19c24aed2,VN_ABCD_003,International Power Mong Duong,Power,1,0.04079505572994391,0.35077632649686685,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.02,0.1,0.02,1,2026,0.25
d732ae19-77c9-41d0-bfdc-f5a19c24aed2,VN_ABCD_003,International Power Mong Duong,Power,2,0.10907727933993583,0.39320271782475036,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.02,0.1,0.02,1,2026,0.25
d732ae19-77c9-41d0-bfdc-f5a19c24aed2,VN_ABCD_003,International Power Mong Duong,Power,3,0.15733413449015776,0.412446833129298,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.02,0.1,0.02,1,2026,0.25
d732ae19-77c9-41d0-bfdc-f5a19c24aed2,VN_ABCD_003,International Power Mong Duong,Power,4,0.19194076573337648,0.424022798558797,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.02,0.1,0.02,1,2026,0.25
d732ae19-77c9-41d0-bfdc-f5a19c24aed2,VN_ABCD_003,International Power Mong Duong,Power,5,0.21803773834869178,0.4319610726411831,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.02,0.1,0.02,1,2026,0.25
d732ae19-77c9-41d0-bfdc-f5a19c24aed2,VN_ABCD_004,PVN Power Corporation,Power,1,0.006423662430207866,0.047254251232782596,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.02,0.1,0.02,1,2026,0.25
d732ae19-77c9-41d0-bfdc-f5a19c24aed2,VN_ABCD_004,PVN Power Corporation,Power,2,0.0398559336179406,0.11991005188938408,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.02,0.1,0.02,1,2026,0.25
d732ae19-77c9-41d0-bfdc-f5a19c24aed2,VN_ABCD_004,PVN Power Corporation,Power,3,0.07705545135390879,0.17001552751368576,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.02,0.1,0.02,1,2026,0.25
d732ae19-77c9-41d0-bfdc-f5a19c24aed2,VN_ABCD_004,PVN Power Corporation,Power,4,0.1094714337161331,0.20571001246043652,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.02,0.1,0.02,1,2026,0.25
