run_id,company_id,company_name,sector,term,pd_baseline,pd_shock,baseline_scenario,target_scenario,scenario_geography,carbon_price_model,risk_free_rate,discount_rate,growth_rate,div_netprofit_prop_coef,shock_year,market_passthrough
32e9b010-0892-4def-9971-93eaf9e0d991,VN_ABCD_001,EVN (Electricity of Vietnam),Power,1,0.01276730754497768,0.10975976198365234,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.03,0.1,0.02,1,2026,0.35
32e9b010-0892-4def-9971-93eaf9e0d991,VN_ABCD_001,EVN (Electricity of Vietnam),Power,2,0.05504763954149283,0.1875845759735667,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.03,0.1,0.02,1,2026,0.35
32e9b010-0892-4def-9971-93eaf9e0d991,VN_ABCD_001,EVN (Electricity of Vietnam),Power,3,0.0934524470491811,0.22985736808523927,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.03,0.1,0.02,1,2026,0.35
32e9b010-0892-4def-9971-93eaf9e0d991,VN_ABCD_001,EVN (Electricity of Vietnam),Power,4,0.12380905982961055,0.2567334851719738,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.03,0.1,0.02,1,2026,0.35
32e9b010-0892-4def-9971-93eaf9e0d991,VN_ABCD_001,EVN (Electricity of Vietnam),Power,5,0.1478068656807887,0.27550325416100496,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.03,0.1,0.02,1,2026,0.35
32e9b010-0892-4def-9971-93eaf9e0d991,VN_ABCD_002,Vinacomin Power JSC,Power,1,0.04973423234183061,0.3411305365879974,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.03,0.1,0.02,1,2026,0.35
32e9b010-0892-4def-9971-93eaf9e0d991,VN_ABCD_002,Vinacomin Power JSC,Power,2,0.1241315342363527,0.3900685065570024,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.03,0.1,0.02,1,2026,0.35
32e9b010-0892-4def-9971-93eaf9e0d991,VN_ABCD_002,Vinacomin Power JSC,Power,3,0.1750820043573511,0.41313844603359484,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.03,0.1,0.02,1,2026,0.35
32e9b010-0892-4def-9971-93eaf9e0d991,VN_ABCD_002,Vinacomin Power JSC,Power,4,0.21133580063141977,0.42749052061875314,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.03,0.1,0.02,1,2026,0.35
32e9b010-0892-4def-9971-93eaf9e0d991,VN_ABCD_002,Vinacomin Power JSC,Power,5,0.23866267046472467,0.4376479001543585,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,increasing_carbon_tax_50,0.03,0.1,0.02,1,2026,0.35
