run_id,company_id,company_name,sector,term,pd_baseline,pd_shock,baseline_scenario,target_scenario,scenario_geography,carbon_price_model,risk_free_rate,discount_rate,growth_rate,div_netprofit_prop_coef,shock_year,market_passthrough
f5ec7e29-533c-47c6-b3d1-7a25f1e9a67e,VN_ABCD_020,VICEM,Cement,1,0.03862219161426139,0.11319342318660186,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,cement_intensity_transition,0.03,0.06,0.02,1,2026,0.15
f5ec7e29-533c-47c6-b3d1-7a25f1e9a67e,VN_ABCD_020,VICEM,Cement,2,0.10511649909064336,0.1951879573719565,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,cement_intensity_transition,0.03,0.06,0.02,1,2026,0.15
f5ec7e29-533c-47c6-b3d1-7a25f1e9a67e,VN_ABCD_020,VICEM,Cement,3,0.15247036541869297,0.24065258129052358,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,cement_intensity_transition,0.03,0.06,0.02,1,2026,0.15
f5ec7e29-533c-47c6-b3d1-7a25f1e9a67e,VN_ABCD_020,VICEM,Cement,4,0.18647752185268684,0.2701500128855481,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,cement_intensity_transition,0.03,0.06,0.02,1,2026,0.15
f5ec7e29-533c-47c6-b3d1-7a25f1e9a67e,VN_ABCD_020,VICEM,Cement,5,0.2121082254992821,0.2911778879136768,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,cement_intensity_transition,0.03,0.06,0.02,1,2026,0.15
f5ec7e29-533c-47c6-b3d1-7a25f1e9a67e,VN_ABCD_021,Holcim Group,Cement,1,5.9603589684043e-5,0.001910583463045623,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,cement_intensity_transition,0.03,0.06,0.02,1,2026,0.15
f5ec7e29-533c-47c6-b3d1-7a25f1e9a67e,VN_ABCD_021,Holcim Group,Cement,2,0.0028440112901378933,0.018316905448645615,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,cement_intensity_transition,0.03,0.06,0.02,1,2026,0.15
f5ec7e29-533c-47c6-b3d1-7a25f1e9a67e,VN_ABCD_021,Holcim Group,Cement,3,0.010891671578231454,0.04069785345321564,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,cement_intensity_transition,0.03,0.06,0.02,1,2026,0.15
f5ec7e29-533c-47c6-b3d1-7a25f1e9a67e,VN_ABCD_021,Holcim Group,Cement,4,0.021784304854726155,0.06170441754715317,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,cement_intensity_transition,0.03,0.06,0.02,1,2026,0.15
f5ec7e29-533c-47c6-b3d1-7a25f1e9a67e,VN_ABCD_021,Holcim Group,Cement,5,0.03338076603531859,0.07984699374905868,VN_PDP8_BASELINE,VN_NZE_STRESS,Vietnam,cement_intensity_transition,0.03,0.06,0.02,1,2026,0.15
