run_label,parameter_name,parameter_value,company_id,company_name,sector,npv_change,pd_change,mean_abs_alignment_gap_pp,worst_alignment_gap_pp,alignment_context,stress_priority_score,stress_severity_score,base_npv_change,base_pd_change,base_stress_priority_score,delta_npv_change_vs_base,delta_pd_change_vs_base,delta_priority_vs_base
base,base,base,VN_ABCD_005,Nghi Son Power LLC,Power,-0.9805694832882811,0.21920083916590116,37.06373409727998,55.59560114591997,Borrower-level PACTA market-share gap,99.99999999999997,1,-0.9805694832882811,0.21920083916590116,99.99999999999997,0,0,0
base,base,base,VN_ABCD_002,Vinacomin Power JSC,Power,-0.9805468670693348,0.21535187972478462,37.06373409727998,55.59560114591997,Borrower-level PACTA market-share gap,99.66089740326082,1,-0.9805468670693348,0.21535187972478462,99.66089740326082,0,0,0
base,base,base,VN_ABCD_003,International Power Mong Duong,Power,-0.9805694832882812,0.210245004751494,37.06373409727998,55.59560114591997,Borrower-level PACTA market-share gap,99.21453224661798,1,-0.9805694832882812,0.210245004751494,99.21453224661798,0,0,0
base,base,base,VN_ABCD_001,EVN (Electricity of Vietnam),Power,-0.6335244133903384,0.13836085378347251,16.788911275713538,33.577822551427076,Borrower-level PACTA market-share gap,61.78450784022313,1,-0.6335244133903384,0.13836085378347251,61.78450784022313,0,0,0
base,base,base,VN_ABCD_004,PVN Power Corporation,Power,-0.3975087548177775,0.08034926843866495,10.488556472316297,14.963316416040772,Borrower-level PACTA market-share gap,38.34673504700564,0.8312572956814812,-0.3975087548177775,0.08034926843866495,38.34673504700564,0,0,0
base,base,base,VN_ABCD_006,Dung Quat LNG Power Consortium,Power,-0.3663936919055033,0.06587927267357419,12.842352438894226,19.263528658341333,Borrower-level PACTA market-share gap,35.8567586335763,0.8053280765879194,-0.3663936919055033,0.06587927267357419,35.8567586335763,0,0,0
base,base,base,VN_ABCD_007,Vietnam Hydropower JSC,Power,-0.00459579424306488,4.45774167058155e-4,19.98001998001998,19.980019980019982,Borrower-level PACTA market-share gap,8.308738839472676,0.022978971215324398,-0.00459579424306488,4.45774167058155e-4,8.308738839472676,0,0,0
base,base,base,VN_ABCD_011,Xuan Thien Group,Power,0.05334777342957981,-0.007977242629421788,17.58241758241758,-17.582417582417584,Borrower-level PACTA market-share gap,2.744813836158589,0,0.05334777342957981,-0.007977242629421788,2.744813836158589,0,0,0
base,base,base,VN_ABCD_008,Trung Nam Group,Power,0.05334534772845224,-0.00817820378959,17.582417582417584,17.582417582417587,Borrower-level PACTA market-share gap,2.7273528495637005,0,0.05334534772845224,-0.00817820378959,2.7273528495637005,0,0,0
base,base,base,VN_ABCD_010,Thanh Thanh Cong Group,Power,0.05334767975022254,-0.008515145100058685,17.582417582417584,17.582417582417587,Borrower-level PACTA market-share gap,2.6976436648712196,0,0.05334767975022254,-0.008515145100058685,2.6976436648712196,0,0,0
base,base,base,VN_ABCD_013,Gia Lai Electricity JSC,Power,0.0533480318636796,-0.00871495373996567,17.58241758241758,-17.582417582417584,Borrower-level PACTA market-share gap,2.6800956913747696,0,0.0533480318636796,-0.00871495373996567,2.6800956913747696,0,0,0
base,base,base,VN_ABCD_009,BIM Group,Power,0.053347300893378434,-0.00879568838492184,17.582417582417584,17.582417582417587,Borrower-level PACTA market-share gap,2.673064382093741,0,0.053347300893378434,-0.00879568838492184,2.673064382093741,0,0,0
base,base,base,VN_ABCD_012,T&T Group,Power,0.05334757134828303,-0.00883740621961912,17.582417582417584,17.582417582417587,Borrower-level PACTA market-share gap,2.6693872258682547,0,0.05334757134828303,-0.00883740621961912,2.6693872258682547,0,0,0
shock_year_2027,shock_year,2027,VN_ABCD_005,Nghi Son Power LLC,Power,-0.9425993059205412,0.22268268475866293,37.06373409727998,55.59560114591997,Borrower-level PACTA market-share gap,100,1,-0.9805694832882811,0.21920083916590116,99.99999999999997,0.03797017736773989,0.0034818455927617675,2.842170943040401e-14
shock_year_2027,shock_year,2027,VN_ABCD_002,Vinacomin Power JSC,Power,-0.9425334360376776,0.21858801139614367,37.06373409727998,55.59560114591997,Borrower-level PACTA market-share gap,99.64191573433793,1,-0.9805468670693348,0.21535187972478462,99.66089740326082,0.03801343103165722,0.003236131671359055,-0.01898166892289055
shock_year_2027,shock_year,2027,VN_ABCD_003,International Power Mong Duong,Power,-0.942599305920541,0.2134619310007132,37.06373409727998,55.59560114591997,Borrower-level PACTA market-share gap,99.204070099866,1,-0.9805694832882812,0.210245004751494,99.21453224661798,0.03797017736774022,0.0032169262492192097,-0.01046214675197632
shock_year_2027,shock_year,2027,VN_ABCD_001,EVN (Electricity of Vietnam),Power,-0.6123774409367403,0.14058783141025777,16.788911275713538,33.577822551427076,Borrower-level PACTA market-share gap,62.05034423341392,1,-0.6335244133903384,0.13836085378347251,61.78450784022313,0.02114697245359809,0.0022269776267852537,0.26583639319078856
shock_year_2027,shock_year,2027,VN_ABCD_004,PVN Power Corporation,Power,-0.3954387217383974,0.08285853242720677,10.488556472316297,14.963316416040772,Borrower-level PACTA market-share gap,39.43285142694266,0.8295322681153312,-0.3975087548177775,0.08034926843866495,38.34673504700564,0.0020700330793800847,0.0025092639885418155,1.0861163799370246
shock_year_2027,shock_year,2027,VN_ABCD_006,Dung Quat LNG Power Consortium,Power,-0.36467073904466635,0.06762311878396587,12.842352438894226,19.263528658341333,Borrower-level PACTA market-share gap,36.83865078568449,0.803892282537222,-0.3663936919055033,0.06587927267357419,35.8567586335763,0.001722952860836957,0.0017438461103916891,0.9818921521081947
shock_year_2027,shock_year,2027,VN_ABCD_007,Vietnam Hydropower JSC,Power,-0.0027309385439198944,2.760903718484961e-4,19.98001998001998,19.980019980019982,Borrower-level PACTA market-share gap,8.245452829827423,0.013654692719599472,-0.00459579424306488,4.45774167058155e-4,8.308738839472676,0.0018648556991449857,-1.6968379520965887e-4,-0.06328600964525322
shock_year_2027,shock_year,2027,VN_ABCD_011,Xuan Thien Group,Power,0.05229935881083843,-0.00813865571438177,17.58241758241758,-17.582417582417584,Borrower-level PACTA market-share gap,2.7450301212412316,0,0.05334777342957981,-0.007977242629421788,2.744813836158589,-0.001048414618741382,-1.6141308495998263e-4,2.1628508264237567e-4
shock_year_2027,shock_year,2027,VN_ABCD_008,Trung Nam Group,Power,0.05229463185730598,-0.0083436504983877,17.582417582417584,17.582417582417587,Borrower-level PACTA market-share gap,2.7276676783999254,0,0.05334534772845224,-0.00817820378959,2.7273528495637005,-0.00105071587114626,-1.6544670879770074e-4,3.1482883622491187e-4
shock_year_2027,shock_year,2027,VN_ABCD_010,Thanh Thanh Cong Group,Power,0.05229916905287299,-0.008686930179471863,17.582417582417584,17.582417582417587,Borrower-level PACTA market-share gap,2.6977167514302747,0,0.05334767975022254,-0.008515145100058685,2.6976436648712196,-0.0010485106973495487,-1.717850794131781e-4,7.308655905502448e-5
shock_year_2027,shock_year,2027,VN_ABCD_013,Gia Lai Electricity JSC,Power,0.052299826338624275,-0.008890412153590321,17.58241758241758,-17.582417582417584,Borrower-level PACTA market-share gap,2.6801060643185157,0,0.0533480318636796,-0.00871495373996567,2.6800956913747696,-0.001048205525055322,-1.7545841362465175e-4,1.0372943746173036e-5
shock_year_2027,shock_year,2027,VN_ABCD_009,BIM Group,Power,0.052298471980239014,-0.008972524159403555,17.582417582417584,17.582417582417587,Borrower-level PACTA market-share gap,2.6731134966816503,0,0.053347300893378434,-0.00879568838492184,2.673064382093741,-0.00104882891313942,-1.7683577448171506e-4,4.911458790912704e-5
shock_year_2027,shock_year,2027,VN_ABCD_012,T&T Group,Power,0.052298904478428755,-0.009014949829450364,17.582417582417584,17.582417582417587,Borrower-level PACTA market-share gap,2.669420908351764,0,0.05334757134828303,-0.00883740621961912,2.6693872258682547,-0.0010486668698542756,-1.775436098312433e-4,3.3682483509434036e-5
shock_year_2029,shock_year,2029,VN_ABCD_005,Nghi Son Power LLC,Power,-0.9938439747051447,0.20917972370951476,37.06373409727998,55.59560114591997,Borrower-level PACTA market-share gap,99.99999999999997,1,-0.9805694832882811,0.21920083916590116,99.99999999999997,-0.013274491416863654,-0.010021115456386398,0
shock_year_2029,shock_year,2029,VN_ABCD_002,Vinacomin Power JSC,Power,-0.99383439632825,0.2060142741054106,37.06373409727998,55.59560114591997,Borrower-level PACTA market-share gap,99.70874605094627,1,-0.9805468670693348,0.21535187972478462,99.66089740326082,-0.013287529258915187,-0.009337605619374023,0.0478486476854556
shock_year_2029,shock_year,2029,VN_ABCD_003,International Power Mong Duong,Power,-0.9938439747051449,0.20097260261233452,37.06373409727998,55.59560114591997,Borrower-level PACTA market-share gap,99.24651873065571,1,-0.9805694832882812,0.210245004751494,99.21453224661798,-0.013274491416863654,-0.009272402139159475,0.031986484037730634
